paper_id,keywords
10.5194/isprs-archives-XLVIII-1-W1-2023-311-2023,aesthetic judgement
10.5194/isprs-archives-XLVIII-1-W1-2023-311-2023,fMRI
10.5194/isprs-archives-XLVIII-1-W1-2023-311-2023,GIS
10.5194/isprs-archives-XLVIII-1-W1-2023-311-2023,landscape assessment
10.5194/isprs-archives-XLVIII-1-W1-2023-311-2023,Mobile Mapping Technology
10.5194/isprs-archives-XLVIII-1-W1-2023-311-2023,view
10.1145/3631802.3631821,Data Systems Education
10.1145/3631802.3631821,Databases
10.1145/3631802.3631821,Misconceptions
10.1145/3631802.3631821,SQL
10.1145/3545945.3569727,context
10.1145/3545945.3569727,database
10.1145/3545945.3569727,design
10.1145/3545945.3569727,education
10.1145/3545945.3569727,engagement
10.1109/SUMMA60232.2023.10349498,batch process
10.1109/SUMMA60232.2023.10349498,data processing
10.1109/SUMMA60232.2023.10349498,database design
10.1109/SUMMA60232.2023.10349498,isoprene
10.1109/SUMMA60232.2023.10349498,polymerization
10.1109/BIOSIG58226.2023.10345997,eHealth
10.1109/BIOSIG58226.2023.10345997,Face database
10.1109/BIOSIG58226.2023.10345997,Thermal spectrum
10.1109/BIOSIG58226.2023.10345997,Visible spectrum
10.1109/BIOSIG58226.2023.10345997,Weight estimation
10.1145/3609956.3609968,Interval Adjustment
10.1145/3609956.3609968,Query Processing
10.1145/3609956.3609968,Temporal Data
10.1145/3609956.3609968,Temporal Joins
10.1016/j.jbi.2024.104603,Adverse drug events
10.1016/j.jbi.2024.104603,Joint task learning
10.1016/j.jbi.2024.104603,Multi-task learning
10.1016/j.jbi.2024.104603,Named entity recognition
10.1016/j.jbi.2024.104603,Pipeline approach
10.1016/j.jbi.2024.104603,Relation extraction
10.1145/3592980.3595300,database system
10.1145/3592980.3595300,FPGA
10.1145/3592980.3595300,large key
10.1145/3592980.3595300,sorting
10.1145/3592980.3595300,wide table
10.1109/SSI58917.2023.10387755,AI
10.1109/SSI58917.2023.10387755,database
10.1109/SSI58917.2023.10387755,IMU
10.1109/SSI58917.2023.10387755,Industry 4.0
10.1109/SSI58917.2023.10387755,motion capture
10.1016/j.cmpb.2024.108117,artificial intelligence
10.1016/j.cmpb.2024.108117,Database
10.1016/j.cmpb.2024.108117,Machine Learning
10.1016/j.cmpb.2024.108117,Mammography
10.1016/j.cmpb.2024.108117,Radiology information systems
10.1016/j.cmpb.2024.108117,Teaching materials
10.3390/s24041259,EMG
10.3390/s24041259,feature extraction
10.3390/s24041259,hand gesture recognition
10.3390/s24041259,surface electromyography
10.3390/s24041259,transformer
10.1007/s11633-022-1402-8,African iris recognition
10.1007/s11633-022-1402-8,biometrics
10.1007/s11633-022-1402-8,iris image database
10.1007/s11633-022-1402-8,iris recognition
10.1007/s11633-022-1402-8,racial bias
10.5194/isprs-archives-XLVIII-4-W6-2022-261-2023,Coastal inundation
10.5194/isprs-archives-XLVIII-4-W6-2022-261-2023,Geographical Information System (GIS)
10.5194/isprs-archives-XLVIII-4-W6-2022-261-2023,Radar Altimetry Database System (RADS)
10.5194/isprs-archives-XLVIII-4-W6-2022-261-2023,sea level rise
10.5194/isprs-archives-XLVIII-4-W6-2022-261-2023,shoreline
10.1016/j.csbj.2024.01.013,Databases
10.1016/j.csbj.2024.01.013,Gene interactions
10.1016/j.csbj.2024.01.013,Mutual information
10.1016/j.csbj.2024.01.013,Python package
10.1016/j.csbj.2024.01.013,Transcription factor binding motifs
10.3233/JIFS-231852,Artificial fish swarm algorithm
10.3233/JIFS-231852,data mining
10.3233/JIFS-231852,frequent itemset mining
10.3233/JIFS-231852,high average utility itemsets
10.3233/JIFS-231852,itemset mining
10.3233/JIFS-231852,utility mining
10.1109/ACCESS.2024.3362247,Deep learning
10.1109/ACCESS.2024.3362247,early fusion
10.1109/ACCESS.2024.3362247,facial expressions
10.1109/ACCESS.2024.3362247,infrared
10.1109/ACCESS.2024.3362247,late fusion
10.1109/ACCESS.2024.3362247,MSX
10.1109/ACCESS.2024.3362247,ResNet-18
10.1109/ACCESS.2024.3362247,transfer learning
10.1109/ACCESS.2024.3362247,visible
10.1007/s11042-023-17013-1,Deep belief network
10.1007/s11042-023-17013-1,Densenet
10.1007/s11042-023-17013-1,Facial expression recognition
10.1007/s11042-023-17013-1,Occlusion
10.1007/s11042-023-17013-1,Persistent contrastive divergence
10.1007/s00521-023-09296-0,Bayesian optimization process
10.1007/s00521-023-09296-0,CatBoost
10.1007/s00521-023-09296-0,Ensemble learning
10.1007/s00521-023-09296-0,Flat slabs
10.1007/s00521-023-09296-0,Punching shear strength
10.1007/s00521-023-09296-0,XGBoot
10.1109/CANDARW60564.2023.00013,concurrency control
10.1109/CANDARW60564.2023.00013,decentralization
10.1109/CANDARW60564.2023.00013,OLTP
10.1109/CANDARW60564.2023.00013,real-time database system
10.1109/CANDARW60564.2023.00013,transaction priority
10.1109/CIPAE60493.2023.00019,Computer
10.1109/CIPAE60493.2023.00019,data structure
10.1109/CIPAE60493.2023.00019,database management system
10.1109/CIPAE60493.2023.00019,hotel data storage
10.1109/CIPAE60493.2023.00019,information technology
10.1145/3581641.3584067,database systems
10.1145/3581641.3584067,Empirical study
10.1145/3581641.3584067,human-computer interaction
10.23919/SICE59929.2023.10354252,ADL
10.23919/SICE59929.2023.10354252,Co-creation
10.23919/SICE59929.2023.10354252,Independence care
10.23919/SICE59929.2023.10354252,Motion data analysis
10.1016/j.conengprac.2024.105843,Database-driven approach
10.1016/j.conengprac.2024.105843,Hydraulic excavator
10.1016/j.conengprac.2024.105843,Model predictive control
10.1016/j.conengprac.2024.105843,Modeling
10.1002/sam.11673,classification
10.1002/sam.11673,feature selection
10.1002/sam.11673,nonparametric quantifier
10.1002/sam.11673,signature verification
10.1002/sam.11673,statistical learning
10.1145/3615890.3628537,pictorial querying
10.1145/3615890.3628537,searching geospatial objects
10.1145/3615890.3628537,spatial pattern matching
10.1109/ACCESS.2024.3357689,hybrid genetic algorithms
10.1109/ACCESS.2024.3357689,order assignment
10.1109/ACCESS.2024.3357689,order batching
10.1109/ACCESS.2024.3357689,Order picking system
10.1109/ACCESS.2024.3357689,systematic literature review
10.1109/IISEC59749.2023.10391023,Database Deployment
10.1109/IISEC59749.2023.10391023,Database deployment automation
10.1109/IISEC59749.2023.10391023,Goal modeling
10.1109/IISEC59749.2023.10391023,Requirements analysis
10.1109/ICRAMET60171.2023.10366632,flow-level
10.1109/ICRAMET60171.2023.10366632,LSTM
10.1109/ICRAMET60171.2023.10366632,machine learning
10.1109/ICRAMET60171.2023.10366632,RMSE
10.1109/ICRAMET60171.2023.10366632,traffic generator
10.1007/s10489-023-05172-5,Columnar temporal databases
10.1007/s10489-023-05172-5,Data mining
10.1007/s10489-023-05172-5,Partial periodic patterns
10.1007/s10489-023-05172-5,Pattern mining
10.1016/j.compgeo.2023.105934,Bayesian updating
10.1016/j.compgeo.2023.105934,Cross correlations
10.1016/j.compgeo.2023.105934,Multivariate probability distribution
10.1016/j.compgeo.2023.105934,Probabilistic site characterization
10.1016/j.compgeo.2023.105934,SZ-CLAY/11/5130 database
10.1016/j.csi.2023.103801,Healthcare
10.1016/j.csi.2023.103801,Knowledge extraction
10.1016/j.csi.2023.103801,Ontology
10.1016/j.csi.2023.103801,Reasoning
10.1016/j.csi.2023.103801,Security
10.1109/VizSec60606.2023.00011,Human-centered computing-Visualization-Visualization design and evaluation methods
10.1109/VizSec60606.2023.00011,Human-centered computing-Visualization-Visualization techniques-Treemaps
10.1109/IEMENTech60402.2023.10423485,Attendance system
10.1109/IEMENTech60402.2023.10423485,Database management
10.1109/IEMENTech60402.2023.10423485,QR code
10.1109/IEMENTech60402.2023.10423485,student database
10.1016/j.comtox.2024.100304,"GenRA, REACH"
10.1016/j.comtox.2024.100304,New Approach Methods (NAMS)
10.1016/j.comtox.2024.100304,Read-across
10.1016/j.comtox.2024.100304,Similarity context
10.1145/3583133.3590662,Ising Machines
10.1145/3583133.3590662,Quantum Annealing
10.1145/3583133.3590662,QUBO
10.1145/3583120.3586957,combinatorial optimization
10.1145/3583120.3586957,machine learning
10.1145/3583120.3586957,scheduling
10.1145/3583120.3586957,wireless backscatter communications
10.1145/3576841.3589614,Cyber-Risk assessment
10.1145/3576841.3589614,Cybersecurity
10.1145/3576841.3589614,Industrial Control Systems
10.1145/3576841.3589614,MITRE ATT&CK Database
10.1145/3576841.3589614,NVD Database
10.1145/3576841.3589614,Programmable Logic Controller
10.3390/s24031008,characterization of biomedical devices
10.3390/s24031008,monitoring of vital signs
10.3390/s24031008,optical signal simulator
10.1145/3555041.3590817,database systems
10.1145/3555041.3590817,simple but effective ideas
10.1145/3555041.3590817,simplicity
10.1109/NKCon59507.2023.10396396,Internet of Things (IoT)
10.1109/NKCon59507.2023.10396396,MySQL
10.1109/NKCon59507.2023.10396396,phpMyAdmin
10.3233/JIFS-223030,Data mining
10.3233/JIFS-223030,FP-Tree
10.3233/JIFS-223030,fuzzy logic
10.3233/JIFS-223030,market analysis
10.3233/JIFS-223030,precision
10.3233/JIFS-223030,prediction accuracy
10.3233/JIFS-223030,processing time
10.3233/JIFS-223030,recall
10.3233/JIFS-223030,temporal data mining
10.1109/ICTBIG59752.2023.10456144,Bibliometric analysis
10.1109/ICTBIG59752.2023.10456144,E-banking
10.1109/ICTBIG59752.2023.10456144,Electronic banking
10.1109/ICTBIG59752.2023.10456144,ICT
10.1109/ICTBIG59752.2023.10456144,Scopus database
10.1109/BIOSIG58226.2023.10345977,Contactless fingerprint recognition
10.1109/BIOSIG58226.2023.10345977,generalizability
10.1109/BIOSIG58226.2023.10345977,presentation attack detection
10.1109/BIOSIG58226.2023.10345977,security
10.1109/TBIOM.2024.3377686,Biometric Sample Quality
10.1109/TBIOM.2024.3377686,Biometrics (access control)
10.1109/TBIOM.2024.3377686,Contactless Fingerprint
10.1109/TBIOM.2024.3377686,Databases
10.1109/TBIOM.2024.3377686,Fingerprint
10.1109/TBIOM.2024.3377686,Fingerprint recognition
10.1109/TBIOM.2024.3377686,Fingers
10.1109/TBIOM.2024.3377686,Image matching
10.1109/TBIOM.2024.3377686,Prediction algorithms
10.1109/TBIOM.2024.3377686,Quality assessment
10.1016/j.procs.2023.12.042,File sharing
10.1016/j.procs.2023.12.042,File transfer
10.1016/j.procs.2023.12.042,Firebase database
10.1016/j.procs.2023.12.042,IP address
10.1016/j.procs.2023.12.042,QR generation
10.1016/j.procs.2023.12.042,Transfer history
10.1109/MNET.2024.3374080,Active TCP/IP Stack Probing
10.1109/MNET.2024.3374080,Databases
10.1109/MNET.2024.3374080,Feature extraction
10.1109/MNET.2024.3374080,Machine learning
10.1109/MNET.2024.3374080,Monitoring
10.1109/MNET.2024.3374080,Network Device Identification
10.1109/MNET.2024.3374080,Object recognition
10.1109/MNET.2024.3374080,Protocols
10.1109/MNET.2024.3374080,TCPIP
10.3233/ATDE221245,Bibliometric Analysis
10.3233/ATDE221245,Crop Disease
10.3233/ATDE221245,Deep Learning
10.3233/ATDE221245,Machine Learning
10.3233/ATDE221245,Network Analysis
10.3233/ATDE221245,Neural Networks
10.3233/ATDE221245,Plant Disease
10.1201/9781032684994-76,False face
10.1201/9781032684994-76,High precision
10.1201/9781032684994-76,Spoofing discovery
10.1201/9781032684994-76,True positive
10.1109/ICSSS58085.2023.10407074,Adaptable Database Migration Service
10.1109/ICSSS58085.2023.10407074,Big Bang
10.1109/ICSSS58085.2023.10407074,Cloud computing
10.1109/ICSSS58085.2023.10407074,Efficiency
10.1109/ICSSS58085.2023.10407074,Lift and Shift
10.1109/ICSSS58085.2023.10407074,Microsoft Azure
10.1109/ICSSS58085.2023.10407074,Migration Resources
10.1109/ICSSS58085.2023.10407074,Novel Trickle approach
10.1109/ICSSS58085.2023.10407074,Refactoring
10.1109/ICSSS58085.2023.10407074,Replatforming
10.1109/ICSSS58085.2023.10407074,Virtual Machine
10.1109/ICDSAAI59313.2023.10452571,Anonymizer
10.1109/ICDSAAI59313.2023.10452571,Database
10.1109/ICDSAAI59313.2023.10452571,Masking
10.1109/ICDSAAI59313.2023.10452571,Passive Aggressive classifier
10.1109/ICDSAAI59313.2023.10452571,PostgreSQL
10.1145/3615887.3627753,Californian History
10.1145/3615887.3627753,Digital Humaities
10.1145/3615887.3627753,Geospatial Database
10.1145/3615887.3627753,The American Civil War
10.1145/3615887.3627753,United Daughters of the Confederacy
10.1109/HPEC58863.2023.10363590,AOCL
10.1109/HPEC58863.2023.10363590,AOCL-Compression
10.1109/HPEC58863.2023.10363590,BWT
10.1109/HPEC58863.2023.10363590,BZIP2
10.1109/HPEC58863.2023.10363590,Compression
10.1109/HPEC58863.2023.10363590,Database systems
10.1109/HPEC58863.2023.10363590,Decompression
10.1109/HPEC58863.2023.10363590,DEFLATE
10.1109/HPEC58863.2023.10363590,Dictionary coding
10.1109/HPEC58863.2023.10363590,Entropy coding
10.1109/HPEC58863.2023.10363590,FSE
10.1109/HPEC58863.2023.10363590,Hash chain
10.1109/HPEC58863.2023.10363590,Hash table
10.1109/HPEC58863.2023.10363590,Huffman coding
10.1109/HPEC58863.2023.10363590,Lossless data compression
10.1109/HPEC58863.2023.10363590,LZ4
10.1109/HPEC58863.2023.10363590,LZ4HC
10.1109/HPEC58863.2023.10363590,LZ77
10.1109/HPEC58863.2023.10363590,LZ78
10.1109/HPEC58863.2023.10363590,LZMA
10.1109/HPEC58863.2023.10363590,MTF
10.1109/HPEC58863.2023.10363590,NoSQL
10.1109/HPEC58863.2023.10363590,RLE
10.1109/HPEC58863.2023.10363590,Snappy
10.1109/HPEC58863.2023.10363590,SQL
10.1109/HPEC58863.2023.10363590,ZLIB
10.1109/HPEC58863.2023.10363590,ZSTD
10.1007/s00521-024-09577-2,Feature optimization
10.1007/s00521-024-09577-2,Machine learning
10.1007/s00521-024-09577-2,Multilingual speech emotion recognition
10.1007/s00521-024-09577-2,Speech signal processing
10.1007/s00521-024-09577-2,Variational mode decomposition
10.1109/PuneCon58714.2023.10450006,authentication
10.1109/PuneCon58714.2023.10450006,Biometric
10.1109/PuneCon58714.2023.10450006,encryption
10.1109/PuneCon58714.2023.10450006,facial biometric
10.1109/PuneCon58714.2023.10450006,privacy
10.1109/PuneCon58714.2023.10450006,security
10.3390/s24051698,biomedical signal processing
10.3390/s24051698,ECG interpretive software testing
10.3390/s24051698,electrocardiogram (ECG)
10.3390/s24051698,MIT-BIH Arrhythmia Database
10.3390/s24051698,QRS detection
10.1145/3589462.3589488,Error
10.1145/3589462.3589488,Hamming distance
10.1145/3589462.3589488,Neural network
10.1145/3589462.3589488,Noise
10.1145/3589462.3589488,Phoneme
10.1145/3589462.3589488,Signal
10.1145/3589462.3589488,Speech recognition
,Data Lakes
,Database Systems
,Dremel
,Parquet
10.4230/LIPIcs.ICDT.2023.12,centrality measures
10.4230/LIPIcs.ICDT.2023.12,data centrality
10.4230/LIPIcs.ICDT.2023.12,Databases
10.4230/LIPIcs.ICDT.2023.12,graph theory
10.4230/LIPIcs.ICDT.2023.12,tree structures
10.4230/LIPIcs.ICDT.2023.3,graph algorithms
10.4230/LIPIcs.ICDT.2023.3,graph degeneracy
10.4230/LIPIcs.ICDT.2023.3,homomorphism counting
10.4230/LIPIcs.ICDT.2023.3,subgraph counting
10.4230/LIPIcs.ICDT.2023.19,Quantile summaries
10.4230/LIPIcs.ICDT.2023.19,Rank estimation
10.4230/LIPIcs.ICDT.2023.19,Streaming algorithms
10.4230/LIPIcs.ICDT.2023.20,Bag Semantics
10.4230/LIPIcs.ICDT.2023.20,Probabilistic Databases
10.4230/LIPIcs.ICDT.2023.20,Probabilistic Query Evaluation
10.4230/LIPIcs.ICDT.2023.10,Algorithms
10.4230/LIPIcs.ICDT.2023.10,Complexity
10.4230/LIPIcs.ICDT.2023.10,Diversity of Solutions
10.4230/LIPIcs.ICDT.2023.10,Query Answering
10.1016/j.eswa.2023.122754,Breadth-first based pruning
10.1016/j.eswa.2023.122754,Incremental mining
10.1016/j.eswa.2023.122754,Pattern storage
10.1016/j.eswa.2023.122754,Sequential pattern
10.1016/j.eswa.2023.122754,Tree-based mining
10.1145/3614321.3614381,Brazil
10.1145/3614321.3614381,e-court
10.1145/3614321.3614381,e-justice
10.1145/3614321.3614381,judicial database
10.1145/3614321.3614381,jurimetry
10.1145/3614321.3614381,justice administration
10.1145/3614321.3614381,open-data
10.1016/j.engappai.2023.107500,Hydrocarbon
10.1016/j.engappai.2023.107500,Machine learning
10.1016/j.engappai.2023.107500,Recovery factor
10.1016/j.engappai.2023.107500,Regression
10.1016/j.engappai.2023.107500,XGBoost
10.1109/COMNETSAT59769.2023.10420796,AES-256
10.1109/COMNETSAT59769.2023.10420796,data security
10.1109/COMNETSAT59769.2023.10420796,database
10.1109/COMNETSAT59769.2023.10420796,encryption
10.1109/COMNETSAT59769.2023.10420796,RSA
10.1007/s11042-024-18488-2,Auto-correloblock
10.1007/s11042-024-18488-2,CBIR
10.1007/s11042-024-18488-2,Feature vector
10.1007/s11042-024-18488-2,HEVC
10.1007/s11042-024-18488-2,Intra-prediction
10.1016/j.bspc.2023.105899,Classification
10.1016/j.bspc.2023.105899,Feature Selection
10.1016/j.bspc.2023.105899,Particle Swarm Optimization Algorithm
10.1016/j.bspc.2023.105899,Phonocardiogram
10.1016/j.calphad.2023.102658,Al–Ni–Ti
10.1016/j.calphad.2023.102658,First-principles
10.1016/j.calphad.2023.102658,SQS
10.1016/j.calphad.2023.102658,Thermodynamic database
10.1016/j.compbiomed.2024.108124,Aldosterone
10.1016/j.compbiomed.2024.108124,CYP11B2
10.1016/j.compbiomed.2024.108124,Databases
10.1016/j.compbiomed.2024.108124,Heart failure
10.1016/j.compbiomed.2024.108124,Machine learning
10.1016/j.compbiomed.2024.108124,NR3C2
10.1016/j.compbiomed.2024.108124,Open access platforms
10.1109/ICOIACT59844.2023.10455894,Cosine similarity
10.1109/ICOIACT59844.2023.10455894,Indonesian meaning similarity
10.1109/ICOIACT59844.2023.10455894,NLP)
10.1109/ICOIACT59844.2023.10455894,Synonim ID
10.1109/ICOIACT59844.2023.10455894,TF/IDF
10.1016/j.compbiomed.2024.108195,Baicalein
10.1016/j.compbiomed.2024.108195,CREBBP
10.1016/j.compbiomed.2024.108195,Dopaminergic neurons
10.1016/j.compbiomed.2024.108195,EP300
10.1016/j.compbiomed.2024.108195,ERK2
10.1016/j.compbiomed.2024.108195,MAPK1
10.1016/j.compbiomed.2024.108195,MD simulations
10.1016/j.compbiomed.2024.108195,Network pharmacology
10.1016/j.compbiomed.2024.108195,Parkinson's disease
10.1016/j.compbiomed.2024.108195,Rasagiline
10.1109/IW_MSS59200.2023.10368597,Convolutional Neural Networks (CNN)
10.1109/IW_MSS59200.2023.10368597,Multi-Binary Classification (MBC)
10.1109/IW_MSS59200.2023.10368597,multiclass classification
10.1109/IW_MSS59200.2023.10368597,Non-Destructive Testing (NDT)
10.1109/IW_MSS59200.2023.10368597,X-ray images
10.1007/s00500-023-09418-9,AGMRF model
10.1007/s00500-023-09418-9,Bayes-driven DCNN
10.1007/s00500-023-09418-9,Microstructure feature
10.1007/s00500-023-09418-9,Query imagery
10.1007/s00500-023-09418-9,Reference imagery
10.1007/s00500-023-09418-9,Structure feature
10.1007/s00500-023-09418-9,Texture feature
10.1109/C358072.2023.10436245,Business intelligence
10.1109/C358072.2023.10436245,Clickstream
10.1109/C358072.2023.10436245,Monte Carlo cross validation
10.1109/C358072.2023.10436245,Support vector machines
10.1109/TIP.2023.3333217,full reference (FR) models
10.1109/TIP.2023.3333217,HDR VQA database
10.1109/TIP.2023.3333217,HDRMAX
10.1109/TIP.2023.3333217,High dynamic range (HDR)
10.1109/TIP.2023.3333217,video quality assessment (VQA)
10.2478/amns.2023.2.00315,Bio-visual perceptual machine model
10.2478/amns.2023.2.00315,Database
10.2478/amns.2023.2.00315,Graphic design
10.2478/amns.2023.2.00315,Visual aesthetics
10.2478/amns.2023.2.00315,Visual information model
10.1016/j.bspc.2024.106069,Content-based medical image retrieval
10.1016/j.bspc.2024.106069,Coyote-Moth Optimization Algorithm (Cmoa)
10.1016/j.bspc.2024.106069,Inception V3 Cnn
10.1016/j.bspc.2024.106069,Modified cosine similarity
10.1007/s10851-024-01178-x,Compressive learning
10.1007/s10851-024-01178-x,Deep priors
10.1007/s10851-024-01178-x,Denoising
10.1007/s10851-024-01178-x,Regularization
10.1145/3641819,Additional Key Words and PhrasesVulnerability
10.1145/3641819,knowledge graph
10.1145/3641819,link prediction
10.1145/3641819,threat modeling
,Database
,ISO/IEC-25010 standard
,motivational intentions
,supply and demand of educational services
,user needs
,web community
10.1109/GHTC56179.2023.10354568,database
10.1109/GHTC56179.2023.10354568,integration
10.1109/GHTC56179.2023.10354568,sustainable management
10.1109/GHTC56179.2023.10354568,telemetry
10.1109/GHTC56179.2023.10354568,water infrastructure
10.1109/GHTC56179.2023.10354568,water monitoring
10.1109/TLT.2023.3273926,Classroom feedback systems
10.1109/TLT.2023.3273926,clustering
10.1109/TLT.2023.3273926,computer science education
10.1109/TLT.2023.3273926,feature engineering
10.1109/TLT.2023.3273926,teaching programming
10.1109/ICEIC61013.2024.10457244,beam selection with load balancing
10.1109/ICEIC61013.2024.10457244,cumulative distribution function
10.1109/ICEIC61013.2024.10457244,fingerprint database
10.1109/ICEIC61013.2024.10457244,signal-to-interference-plus-noise ratio
10.1109/ICEIC61013.2024.10457244,unmanned aerial vehicle
10.1109/ICSIMA59853.2023.10373533,compressed ECG sensing
10.1109/ICSIMA59853.2023.10373533,Heart rate variability
10.1109/ICSIMA59853.2023.10373533,power spectral analysis
10.1109/ICSIMA59853.2023.10373533,wearable IoT devices
10.1109/OCIT59427.2023.10430516,Breast Ultrasound
10.1109/OCIT59427.2023.10430516,Carotid Ultrasound
10.1109/OCIT59427.2023.10430516,Chest-XRay
10.1109/OCIT59427.2023.10430516,Deep Learning
10.1109/OCIT59427.2023.10430516,Particle swarm optimization
10.1109/ACCESS.2024.3381032,career path recommendation model
10.1109/ACCESS.2024.3381032,Computational modeling
10.1109/ACCESS.2024.3381032,Computer science
10.1109/ACCESS.2024.3381032,Data mining
10.1109/ACCESS.2024.3381032,Data models
10.1109/ACCESS.2024.3381032,Educational data mining
10.1109/ACCESS.2024.3381032,Engineering profession
10.1109/ACCESS.2024.3381032,grounded theory
10.1109/ACCESS.2024.3381032,Information technology
10.1109/ACCESS.2024.3381032,information technology
10.1109/ACCESS.2024.3381032,naïve bayes
10.1109/ACCESS.2024.3381032,Recommender systems
10.1109/ICoSNIKOM60230.2023.10364398,Communication
10.1109/ICoSNIKOM60230.2023.10364398,Database
10.1109/ICoSNIKOM60230.2023.10364398,Monitoring
10.1109/ICoSNIKOM60230.2023.10364398,Position
10.1109/ICoSNIKOM60230.2023.10364398,Sensor System
10.1109/ICoSNIKOM60230.2023.10364398,Website
10.1016/j.cviu.2024.103927,Emotions
10.1016/j.cviu.2024.103927,Facial expression recognition
10.1016/j.cviu.2024.103927,Facial muscle activation
10.1016/j.cviu.2024.103927,Linear discriminant
10.1016/j.cviu.2024.103927,Multilayer perceptron
10.1016/j.cviu.2024.103927,Support vector machine
10.1109/TIFS.2023.3324326,Credential database
10.1109/TIFS.2023.3324326,dictionary guessing attack
10.1109/TIFS.2023.3324326,key server renewal
10.1109/TIFS.2023.3324326,threshold
10.1109/JBHI.2024.3352513,Biases
10.1109/JBHI.2024.3352513,Biological system modeling
10.1109/JBHI.2024.3352513,Brain modeling
10.1109/JBHI.2024.3352513,Databases
10.1109/JBHI.2024.3352513,Deep learning
10.1109/JBHI.2024.3352513,Deep learning
10.1109/JBHI.2024.3352513,Diseases
10.1109/JBHI.2024.3352513,Magnetic resonance imaging
10.1109/JBHI.2024.3352513,Shortcut learning
10.1109/JBHI.2024.3352513,Training
10.1007/s10115-023-01948-w,Data mining
10.1007/s10115-023-01948-w,High-utility itemset mining
10.1007/s10115-023-01948-w,Knowledge discovery
10.1007/s10115-023-01948-w,Memory efficient mining
10.1007/s11042-023-17997-w,Abnormal episodes
10.1007/s11042-023-17997-w,Convolution neural network (CNN)
10.1007/s11042-023-17997-w,Derivative images
10.1007/s11042-023-17997-w,Electrocardiogram (ECG)
10.1007/s11042-023-17997-w,Ventricular ectopic beat (VEB) episodes
10.1109/CISCT57197.2023.10351356,Chest radiography pictures
10.1109/CISCT57197.2023.10351356,CNN
10.1109/CISCT57197.2023.10351356,Computed tomography (CT) scan
10.1109/CISCT57197.2023.10351356,Covid-19
10.1109/CISCT57197.2023.10351356,Polymerase chain response
10.1109/CISCT57197.2023.10351356,ResNet101
10.1109/CISCT57197.2023.10351356,ResNet50
10.1109/ACCESS.2023.3345452,behavioral biometrics
10.1109/ACCESS.2023.3345452,biometric verification
10.1109/ACCESS.2023.3345452,challenge
10.1109/ACCESS.2023.3345452,Keystroke dynamics
10.1109/ACCESS.2023.3345452,KVC
10.1145/3597926.3598116,Static Taint Analysis
10.1145/3597926.3598116,Stored XSS
10.1145/3597926.3598116,Vulnerability Detection
10.1145/3597926.3598116,Web Application Security
10.1109/TMM.2023.3301276,face quality
10.1109/TMM.2023.3301276,GAN
10.1109/TMM.2023.3301276,generative priors
10.1109/TMM.2023.3301276,Image quality assessment
10.1109/TMM.2023.3301276,subjective study
10.1145/3580305.3599405,autoregressive models
10.1145/3580305.3599405,in-database operators
10.1145/3580305.3599405,lsm store
10.1145/3594315.3594407,anchor-free
10.1145/3594315.3594407,lightweight network
10.1145/3594315.3594407,one-stage detector
10.1109/ICICyTA60173.2023.10428947,API Database
10.1109/ICICyTA60173.2023.10428947,Cloud Computing
10.1109/ICICyTA60173.2023.10428947,Deployment
10.1109/ICICyTA60173.2023.10428947,Google Cloud Platform
10.1109/ICICyTA60173.2023.10428947,Image Classification
10.1109/ICICyTA60173.2023.10428947,PaaS
10.1080/09540091.2024.2323059,encrypted databases
10.1080/09540091.2024.2323059,evaluation model
10.1080/09540091.2024.2323059,SQL queries
10.1016/j.knosys.2024.111449,Nonoverlapping
10.1016/j.knosys.2024.111449,Repetitive negative sequential pattern
10.1016/j.knosys.2024.111449,Repetitive sequential pattern
10.1016/j.knosys.2024.111449,Self-adaptive gap
10.1016/j.knosys.2024.111449,Sequential pattern mining
10.1109/TPAMI.2023.3334760,Biometrics
10.1109/TPAMI.2023.3334760,fingerprint database
10.1109/TPAMI.2023.3334760,fingerprint recognition
10.1109/TPAMI.2023.3334760,optical coherence tomography
10.1109/TPAMI.2023.3334760,total internal reflection
10.2478/amns.2023.1.00093,Artificial intelligence
10.2478/amns.2023.1.00093,Database construction
10.2478/amns.2023.1.00093,Digital regeneration
10.2478/amns.2023.1.00093,Hunan embroidery stitch
10.2478/amns.2023.1.00093,Mechanics model
10.1007/s00530-023-01240-5,Knowledge
10.1007/s00530-023-01240-5,Question classification
10.1007/s00530-023-01240-5,Transformer
10.1007/s00530-023-01240-5,Video question answering
10.1145/3592307.3592330,Deep learning
10.1145/3592307.3592330,Fingerprint technique
10.1145/3592307.3592330,Generative Adversarial Networks (GANs)
10.1145/3592307.3592330,Indoor localization
10.1145/3592307.3592330,Multilayer Perceptron (MLP)
10.1145/3616712.3616791,current issues
10.1145/3616712.3616791,Digital marketing
10.1145/3616712.3616791,literature review
10.1145/3616712.3616791,tourism destination
10.1109/ACIIS59385.2023.10367332,computer vision
10.1109/ACIIS59385.2023.10367332,intelligent city
10.1109/ACIIS59385.2023.10367332,literature review
10.1109/ACIIS59385.2023.10367332,smart city
10.1016/j.micpro.2023.104987,Computer aided engineering
10.1016/j.micpro.2023.104987,Database management
10.1016/j.micpro.2023.104987,Electronic design automation
10.1016/j.micpro.2023.104987,IP cores
10.1016/j.micpro.2023.104987,System-level design
10.1016/j.compgeo.2024.106135,Data-centric Geotechnics
10.1016/j.compgeo.2024.106135,Database
